Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Mspace India,mspaceindia.com,Accessible Architecture and Design,"Hyderābād, India",11-50,https://www.linkedin.com/company/mspace-inida-private-limited,"Mspace India Private Limited specializes in cutting edge home solutions, including Invisible Grills, Zip Screens, Blinds, and Pleated Mosquito Mesh. Elevate your space with our innovative products that combine safety, aesthetics, & functionality, modern living solutions tailored to your needs.",self owned,""
NorthCreativeStudio,northcreativestudio.com,Accessible Architecture and Design,"12855 Runway Road, 90094, Vista, California, United States",1-10,https://www.linkedin.com/company/northcreativestudio,,public company,""
Les Coordonnés,lescoordonnes.com,Accessible Architecture and Design,"Toulouse, France",1-10,https://www.linkedin.com/company/lescoordonnes,,privately held,""
Grupo Orisa,gruporisa.com.gt,Accessible Architecture and Design,,51-200,https://www.linkedin.com/company/ori-furniture,,,""
Wosh Design SAS,wosh.live,Accessible Architecture and Design,"Bogotá, Colombia",1-10,https://www.linkedin.com/company/woshdecor,,privately held,""
Design By Gayatri,designbygayatri.com,Accessible Architecture and Design,"New Delhi, India",51-200,https://www.linkedin.com/company/design-by-gayatri,,public company,""
StudioDOT,studiodot.ch,Accessible Architecture and Design,"Genève, Switzerland",1-10,https://www.linkedin.com/company/studiodot-ch,"StudioDOT is a 3D visualization company that specializes in architectural visualization and drone services, founded by Swiss entrepreneurs with a passion for exploring the sky.",partnership,""
Architekt Ontdekt,architektontdekt.be,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/architekt-ontdekt,,self employed,""
Casa 500,casa500.com.br,Accessible Architecture and Design,Bosnia and Herzegovina,1-10,https://www.linkedin.com/company/casa-500-cultura-e-saber,,privately held,""
Sam Productions,samprodesigns.com,Accessible Architecture and Design,"Tournefeuille, France",1-10,https://www.linkedin.com/company/samprodesigns,,self employed,""
Micol Art Gallery,micolartgallery.it,Accessible Architecture and Design,"Trieste, Italy",1-10,https://www.linkedin.com/company/micol-art-gallery,,self owned,""
CMA Arquitectas,cma.com.uy,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/cmaarq,,partnership,""
Mon Designer d'Intérieur (By Lazake Design),lazake.com,Accessible Architecture and Design,"Paris, France",1-10,https://www.linkedin.com/company/mon-designer-d-interieur,,privately held,""
Dōma Construction Company,doma.tatar,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/d%c5%8dma-construction-company,,partnership,""
ASV.Architects,asvarchitects.org,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/asv-architects,,self employed,""
Pauline Leprince,paulineleprince.com,Accessible Architecture and Design,"Paris, France",1-10,https://www.linkedin.com/company/studio-pauline-leprince,,privately held,""
SOIF USA,soifusa.com,Accessible Architecture and Design,"Knoxville, Tennessee, United States",1-10,https://www.linkedin.com/company/soif-usa,,public company,""
"Angélique Buisson, architecture d'intérieur et décoration",angelique-buisson.fr,Accessible Architecture and Design,"Thonon-les-Bains, France",1-10,https://www.linkedin.com/company/ang%c3%a9lique-buisson,,self employed,""
UrHome lab,urhomelab.com,Accessible Architecture and Design,France,11-50,https://www.linkedin.com/company/urhome-lab,"UrHome lab is an interior design company that specializes in furnishing private interiors, office spaces, establishments, and hotels to create a customized ambiance.",self owned,""
Designers Point and Engineering Pvt.Ltd.,designerspoint.com.np,Accessible Architecture and Design,"Pokhara, Nepal",1-10,https://www.linkedin.com/company/designers-point-and-engineering-pvt-ltd,"Designers Point and Engineering Pvt is an Architecture and Engineering firm that offers a wide range of design services including 2D/3D design, building design, interior design, and landscape design.",privately held,""
DISQUADRA,disquadra.it,Accessible Architecture and Design,"Foligno, Italy",1-10,https://www.linkedin.com/company/disquadra,,partnership,""
NVDS- Architect+ Interior designer,nvds.co.in,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/nvds-architects,,self owned,""
Pro Building Designer LLC,probuildingdesigner.com,Accessible Architecture and Design,"91403, CALIFORNIA, California, United States",1-10,https://www.linkedin.com/company/pro-building-designer-llc,"Expert architectural drafting, Revit modeling, and structural drafting services by Pro Building Designer LLC for precise and efficient project delivery.",privately held,""
89Pixels,89pixels.com,Accessible Architecture and Design,"Guadalajara, Mexico",1-10,https://www.linkedin.com/company/89pixels,"89 PIXELS is a company that specializes in creating hyper-realistic renders for architectural projects, bringing them to life with unparalleled attention to detail and emotional storytelling.",public company,""
Kaaza,kaaza.arq.br,Accessible Architecture and Design,"Londrina, Brazil",51-200,https://www.linkedin.com/company/kaaza-archviz,Kaaza Computação Gráfica is a visualization services company that specializes in creating photorealistic images and digital animations for architectural and product design projects.,privately held,""
VS ARQUITETURA BIM,vsarquiteturabim.com.br,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/vsarquiteturabim,,self employed,""
Conviva,conviva.com.ar,Accessible Architecture and Design,"Córdoba, Argentina",11-50,https://www.linkedin.com/company/conviva-arch,,self employed,""
Essencial Acessibilidade,essencialacessibilidade.com.br,Accessible Architecture and Design,"São Paulo, Brazil",11-50,https://www.linkedin.com/company/essencialacessibilidade,"Essencial Acessibilidade is a company in the accessibility, projects, and civil construction industry that provides special solutions and installations for construction projects and businesses, focusing on adaptation and renovation of environments.",privately held,""
Heredia Design,herediadesign.com,Accessible Architecture and Design,"Monterrey, Mexico",1-10,https://www.linkedin.com/company/heredia-dise%c3%b1o,,self employed,""
Crismel Cursos,crismelcursos.com,Accessible Architecture and Design,"Ribeirão Preto, Brazil",1-10,https://www.linkedin.com/company/crismel-cursos,,partnership,""
Alves & Arquitectos,alvesarquitectos.co.mz,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/alves-arquitectos,,partnership,""
Universal Acessibilidade,universalacessibilidade.com.br,Accessible Architecture and Design,"São Paulo, Brazil",11-50,https://www.linkedin.com/company/universalacessibilidade,"Universal Acessibilidade is a company in the accessibility products industry that creates, manufactures, and installs products for social development and inclusion of people with disabilities.",privately held,""
SENSE GROUP,sensegroup.pl,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/sense-group-sebastian-obetkon,"SENSE GROUP is a design company that specializes in creating contemporary spaces while respecting the history, traditions, and cultural landscape of the location.",self employed,""
Xdimension,xdimension.space,Accessible Architecture and Design,Bosnia and Herzegovina,1-10,https://www.linkedin.com/company/xdimension-studio,,privately held,""
ImagoAI,imagoai.it,Accessible Architecture and Design,"Oslo, Norway",1-10,https://www.linkedin.com/company/imago-ai-render,,privately held,""
La Maison du Projet,lamaisonduprojet.fr,Accessible Architecture and Design,France,1-10,https://www.linkedin.com/company/lamaisonduprojet,,self owned,""
Earth & Home,earthandhome.mx,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/earth-and-home,,self owned,""
3D Home,3dhome.io,Accessible Architecture and Design,"Paris, France",1-10,https://www.linkedin.com/company/3d-home,3D Home is a freelance marketplace platform that facilitates project connections between clients and freelancers.,privately held,""
Stupor Design,stupordesign.com,Accessible Architecture and Design,"Rome, Italy",1-10,https://www.linkedin.com/company/stupor-design,,self employed,""
DDSL,ddsl.in,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/deradecor-services-llp,DDSL is an architectural design firm that elevates dealership experiences with tailored solutions for showrooms.,privately held,""
Luxoria,luxoria.agency,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/luxoriaagency,,self owned,""
Benjelloun & Partners,benjellounpiperarchitecture.com,Accessible Architecture and Design,"Dubai, United Arab Emirates",51-200,https://www.linkedin.com/company/benjellounandpartners-architecture,,self owned,""
SigSign,sigsign.nl,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/sigsign,,self employed,""
Cubic Assosiates,cubicassociates.com,Accessible Architecture and Design,"Hyderābād, India",11-50,https://www.linkedin.com/company/cubic-interiors,Cubic Associates is an architecture and interior design company that prioritizes design excellence and works closely with clients to create innovative designs.,privately held,""
Disensgroup,disensgroup.com,Accessible Architecture and Design,"Tehran, Iran",1-10,https://www.linkedin.com/company/disensgroup,,public company,""
Stichting Tim Killiam,stichtingtimkilliam.nl,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/stichting-tim-killiam,,non profit,""
Cutting Edge Design,cuttingedgedesign.co.za,Accessible Architecture and Design,"Cape Town, South Africa",11-50,https://www.linkedin.com/company/cuttingedgedesignza,Cutting Edge Design is a commercial and contact centre design company that offers project management and managed services.,privately held,""
A&D STUDIO,aanddstudio.ir,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/aanddstudio,,privately held,""
UHN Studio Lighting Design,uhn-studiolighting.nl,Accessible Architecture and Design,"Rijswijk, Netherlands",1-10,https://www.linkedin.com/company/uhn-studio-lighting-design,,self owned,""
STUDIO RESET PROJECT S.R.L. - UNIPERSONALE,resetallestimenti.it,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/studio-reset-project-s.r.l.---unipersonale,,self owned,""
Distribuidora trevo S,distribuidoratrevo.com,Accessible Architecture and Design,Colombia,11-50,https://www.linkedin.com/company/distribuidora-trevo-s-a-s,,privately held,""
ME Studio,michaeleshakdesigns.com,Accessible Architecture and Design,"Cairo, Egypt",11-50,https://www.linkedin.com/company/me-studio-michaelisaac,,privately held,""
Mitacco,mitacco.com.tr,Accessible Architecture and Design,"Istanbul, Türkiye",51-200,https://www.linkedin.com/company/mitacco,,privately held,""
Unbuilt,unbuilt.ie,Accessible Architecture and Design,"Dublin, Ireland",1-10,https://www.linkedin.com/company/unbuilt-ie,,non profit,""
Bem Me Quer Arquitetura e Interiores,bmqarq.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/bmqarq,,partnership,""
ARTBUZ,artbuz.ua,Accessible Architecture and Design,"Kyiv, Ukraine",1-10,https://www.linkedin.com/company/artbuzgallery,"ARTBUZ artworks for interior design and decor items, original designer lamps and interior lighting, online shop of the author's handcrafted products, sculpture gallery, artist’s paintings, art installations, architecture and interior planning, doors and partitions.",self employed,""
